Unnamed: 0,carat,cut,color,clarity,depth,table,x,y,z,price
23885,0.38,Ideal,F,VS2,62.0,54.0,4.64,4.69,2.89,796
3321,0.79,Premium,E,VS2,59.4,60.0,6.08,6.05,3.6,3230
9060,0.56,Premium,D,SI1,61.0,60.0,5.28,5.25,3.21,1605
20883,0.41,Premium,E,SI1,61.3,58.0,4.76,4.8,2.93,755
10433,1.02,Ideal,G,VS1,61.3,57.0,6.48,6.51,3.98,7324
16653,0.74,Very Good,E,VS1,62.8,59.0,5.68,5.76,3.59,3416
11682,0.52,Ideal,E,VVS2,61.8,56.0,5.15,5.18,3.19,2430
18648,0.58,Ideal,H,SI1,61.8,56.0,5.36,5.38,3.32,1421
16121,0.51,Ideal,H,VS1,62.6,57.0,5.09,5.13,3.2,1438
5247,0.53,Very Good,E,VS2,63.5,59.0,5.17,5.13,3.27,1678
3517,0.34,Good,G,SI1,63.9,58.0,4.43,4.4,2.82,650
11732,1.03,Very Good,H,SI2,60.9,57.0,6.5,6.58,3.98,4101
1933,0.9,Ideal,F,VS2,61.6,57.0,6.21,6.16,3.81,5141
16977,0.51,Ideal,G,VS2,60.7,56.0,5.18,5.23,3.16,1557
24671,0.56,Ideal,G,VS2,61.2,56.0,5.29,5.33,3.25,1580
17996,0.71,Ideal,I,VVS2,61.6,56.0,5.72,5.8,3.56,2145
23663,0.7,Good,E,SI2,61.0,64.0,5.63,5.69,3.45,2116
22824,0.34,Ideal,E,VS2,62.2,55.0,4.48,4.49,2.79,745
24850,0.32,Good,I,SI1,63.9,55.0,4.34,4.36,2.78,432
10089,0.7,Ideal,I,SI1,59.9,59.0,5.75,5.8,3.46,2083
7220,1.01,Premium,E,SI2,60.6,58.0,6.53,6.47,3.94,4118
8943,0.38,Ideal,J,VS2,62.3,55.0,4.63,4.65,2.89,572
6623,0.71,Ideal,E,SI1,61.6,53.0,5.79,5.73,3.55,2258
20689,1.01,Ideal,G,VVS2,62.0,58.0,6.36,6.39,3.95,7597
6660,0.56,Ideal,H,VVS1,60.0,56.0,5.37,5.4,3.23,1929
26607,0.37,Very Good,E,VVS2,61.2,55.0,4.63,4.68,2.85,779
22402,0.27,Ideal,E,VS1,61.6,57.0,4.12,4.16,2.55,470
24785,2.37,Ideal,J,SI1,61.9,55.0,8.53,8.56,5.29,18508
26156,1.56,Ideal,H,VS2,60.7,57.0,7.49,7.53,4.56,12146
11264,1.01,Good,E,VS1,63.6,57.0,6.41,6.35,4.06,7665
16882,0.7,Fair,E,I1,66.1,58.0,5.61,5.51,3.67,1273
3336,0.46,Ideal,E,SI1,62.0,54.0,4.97,4.99,3.09,905
9073,1.28,Premium,H,SI1,59.9,59.0,7.08,7.05,4.23,6701
24945,0.9,Premium,F,SI2,61.9,62.0,6.12,6.07,3.77,3210
11266,0.28,Good,E,IF,64.6,58.0,4.09,4.12,2.65,612
6963,1.59,Premium,E,VS2,62.3,59.0,7.38,7.43,4.61,15111
3455,0.9,Very Good,F,SI1,62.7,59.0,6.12,6.16,3.85,4119
19158,1.11,Very Good,I,SI2,63.1,57.0,6.59,6.54,4.14,4075
11457,1.05,Very Good,E,SI2,62.9,57.0,6.47,6.51,4.08,4398
10555,2.0,Fair,H,SI2,65.2,55.0,7.9,7.85,5.13,11600
25557,0.41,Good,E,SI2,63.5,55.0,4.69,4.73,2.99,638
10044,0.34,Good,G,SI1,63.9,58.0,4.4,4.43,2.82,507
6094,0.24,Ideal,G,IF,61.7,56.0,3.99,4.01,2.47,559
4683,1.01,Ideal,G,VS2,62.4,57.0,6.39,6.36,3.98,6340
3784,0.23,Very Good,E,VVS2,63.0,58.0,3.95,3.99,2.5,505
18417,1.11,Ideal,D,SI2,62.2,57.0,6.66,6.62,4.12,5501
14219,0.41,Ideal,E,VVS1,61.4,57.0,4.8,4.77,2.94,1279
11838,0.51,Ideal,F,VVS2,61.9,56.0,5.09,5.14,3.16,2098
3223,0.31,Very Good,G,VVS2,62.3,59.0,4.29,4.32,2.68,617
4947,1.6,Ideal,I,SI1,62.0,55.0,7.53,7.59,4.69,9376
26301,0.92,Premium,G,SI2,62.3,59.0,6.2,6.15,3.85,3318
2081,1.02,Good,D,SI2,57.5,62.0,6.62,6.6,3.8,3909
13929,0.7,Very Good,F,SI1,60.3,59.0,5.73,5.82,3.48,2409
14839,2.02,Ideal,J,SI2,62.2,57.0,8.11,8.18,5.07,12736
18456,0.8,Premium,H,SI1,62.0,59.0,5.91,5.96,3.68,2699
23156,1.15,Premium,H,SI2,60.4,58.0,6.8,6.75,4.09,3220
26140,1.36,Ideal,F,SI2,62.0,56.0,7.08,7.11,4.4,7157
11356,0.3,Ideal,E,SI1,61.9,57.0,4.29,4.32,2.66,564
9167,1.02,Ideal,E,VS1,60.1,57.0,6.52,6.59,3.94,8096
19703,1.01,Fair,I,SI1,65.5,58.0,6.28,6.24,4.1,3280
19028,1.0,Good,J,VVS2,63.7,57.0,6.34,6.31,4.03,3265
93,0.4,Very Good,D,VVS2,59.4,61.0,4.77,4.82,2.85,977
26501,0.54,Ideal,F,VVS2,61.2,55.0,5.27,5.25,3.22,2333
9542,0.92,Fair,F,SI2,65.3,58.0,6.08,6.04,3.96,3282
24834,0.71,Fair,J,SI2,66.1,58.0,5.53,5.43,3.62,1362
11062,0.92,Very Good,G,SI1,61.8,54.0,6.25,6.37,3.9,4281
8936,0.52,Ideal,F,SI1,62.0,55.0,5.14,5.17,3.19,1383
12697,0.71,Good,J,SI1,61.5,62.0,5.61,5.66,3.47,1755
7330,0.42,Ideal,H,IF,61.9,56.0,4.81,4.79,2.97,1273
1964,0.51,Premium,F,SI1,62.7,62.0,5.09,4.96,3.15,3360
15076,0.76,Very Good,J,VS1,59.3,63.0,6.12,5.93,3.55,2036
26917,0.5,Premium,H,SI1,60.2,61.0,5.16,5.14,3.1,1141
478,0.55,Ideal,E,SI1,60.9,56.0,5.32,5.28,3.23,1556
20557,0.53,Ideal,G,VVS2,60.4,59.0,5.26,5.3,3.19,1946
8515,0.34,Ideal,G,VVS1,62.1,53.0,4.49,4.53,2.8,863
615,0.32,Ideal,G,VVS1,61.9,56.0,4.4,4.39,2.72,1080
1418,1.44,Very Good,D,VS2,,56.0,7.15,7.12,4.5,10967
7870,0.51,Ideal,E,VS2,62.5,55.0,5.08,5.13,3.19,1656
13308,1.08,Ideal,I,SI2,61.9,55.0,6.58,6.61,4.08,3849
4088,0.31,Ideal,I,SI1,61.5,55.0,4.36,4.39,2.69,436
21987,0.43,Very Good,F,VVS1,61.5,56.0,4.86,4.9,3.0,1358
2626,1.17,Premium,F,SI2,59.9,59.0,6.86,6.82,4.1,4167
13317,0.31,Ideal,G,VVS1,61.8,55.0,4.35,4.39,2.7,743
23478,0.54,Ideal,E,SI2,60.4,57.0,5.27,5.3,3.19,1266
9413,0.73,Ideal,G,VS2,61.7,56.0,5.79,5.81,3.58,3154
2649,0.34,Very Good,G,VS1,63.1,57.0,4.45,4.4,2.79,880
17784,1.21,Fair,J,SI2,64.6,59.0,6.74,6.64,4.32,3984
22085,0.4,Very Good,E,SI1,61.3,61.0,4.73,4.76,2.91,737
3535,1.51,Premium,H,VS2,60.7,58.0,7.45,7.4,4.51,10685
4205,0.3,Premium,D,VS2,62.5,59.0,4.28,4.23,2.66,911
22217,2.01,Very Good,J,SI2,60.6,60.0,8.11,8.19,4.94,11406
5849,0.9,Very Good,I,VS1,62.2,58.0,6.13,6.18,3.83,3644
17574,1.22,Very Good,J,VS1,59.0,63.0,7.05,7.02,4.15,5056
4406,0.93,Ideal,H,VS1,62.7,54.0,6.25,6.2,3.9,4265
4460,0.55,Ideal,D,VS2,61.7,55.0,5.27,5.29,3.26,2133
11499,0.83,Very Good,D,VS1,58.2,59.0,6.19,6.24,3.62,4521
18461,0.56,Ideal,E,VVS2,62.1,57.0,5.26,5.3,3.28,2622
5600,0.7,Good,E,VS1,60.2,61.0,5.71,5.75,3.45,3018
10849,1.05,Premium,E,SI2,62.3,56.0,6.54,6.47,4.05,4939
26675,0.84,Premium,E,VS2,62.4,60.0,5.98,6.04,3.75,3591
17499,1.2,Very Good,J,SI2,61.4,55.0,6.85,6.92,4.23,4636
8553,0.26,Good,E,VVS1,59.4,61.0,4.13,4.15,2.46,597
17443,0.24,Ideal,G,VVS1,62.1,56.0,3.97,4.0,2.47,559
11297,1.01,Ideal,G,SI2,62.1,57.0,6.48,6.44,4.01,4350
5625,1.13,Ideal,G,VVS2,61.6,57.0,6.66,6.75,4.13,10396
4089,2.0,Good,G,I1,63.9,58.0,7.99,7.91,5.08,6854
8064,1.21,Premium,I,SI2,60.7,60.0,6.88,6.82,4.16,4879
14317,1.01,Premium,D,SI2,61.7,57.0,6.49,6.44,3.99,5006
18757,0.33,Ideal,G,VS2,61.3,57.0,4.45,4.49,2.74,598
19121,0.77,Ideal,H,SI1,61.7,56.0,5.9,5.85,3.62,2612
16514,1.06,Very Good,G,VS1,63.4,57.0,6.48,6.45,4.1,6595
19542,0.71,Ideal,E,SI1,59.9,56.0,5.86,5.8,3.49,2704
17046,0.44,Ideal,G,SI1,61.7,55.0,4.88,4.91,3.02,1032
225,0.44,Ideal,D,VVS1,61.0,57.0,4.91,4.93,3.0,2290
11755,1.01,Very Good,G,IF,61.1,56.0,6.45,6.48,3.95,9063
18707,1.0,Good,E,VS1,60.6,63.0,6.28,6.42,3.85,6822
12090,0.4,Premium,G,SI1,61.4,60.0,4.67,4.71,2.88,702
12596,0.57,Premium,D,VS2,61.9,58.0,5.35,5.32,3.3,2047
16782,0.71,Ideal,E,SI2,,57.0,5.89,5.86,3.44,2340
8789,0.75,Ideal,G,VVS2,62.0,56.0,5.79,5.85,3.61,3740
14642,0.54,Very Good,E,VS2,60.7,56.0,5.29,5.32,3.22,1637
23121,0.55,Ideal,G,VVS2,60.5,56.0,5.36,5.37,3.24,1948
14479,0.33,Premium,G,VS2,60.0,58.0,4.47,4.49,2.69,579
18911,0.58,Ideal,F,VS2,61.5,57.0,5.34,5.39,3.3,1657
1592,0.75,Premium,D,SI2,61.3,59.0,5.88,5.83,3.59,1858
19346,1.05,Very Good,E,SI1,60.7,56.0,6.54,6.6,3.99,5770
17307,0.38,Premium,H,VS2,60.9,60.0,4.62,4.67,2.83,700
13543,1.32,Very Good,G,SI2,62.9,57.0,6.94,6.98,4.38,6294
14586,1.2,Ideal,I,VS1,62.8,55.0,6.79,6.75,4.25,6774
8520,1.02,Ideal,D,SI1,62.3,56.0,6.49,6.45,4.03,5266
2150,0.52,Ideal,F,SI1,61.6,57.0,5.16,5.19,3.19,1250
7640,1.01,Good,F,SI1,64.2,58.0,6.24,6.29,4.02,4339
14880,0.4,Ideal,F,VS2,62.0,57.0,4.68,4.74,2.92,842
14282,0.27,Ideal,F,VVS2,61.4,57.0,4.17,4.2,2.57,620
8099,2.04,Very Good,H,SI1,62.5,61.0,8.04,8.08,5.04,17952
13804,0.47,Very Good,G,VVS1,60.6,55.0,5.05,5.09,3.07,1780
8222,0.8,Very Good,E,VS1,60.7,60.0,6.0,6.09,3.67,4118
17569,1.02,Very Good,D,SI2,60.3,58.0,6.48,6.52,3.92,4633
19211,0.4,Ideal,H,IF,60.9,58.0,4.75,4.78,2.9,1074
9251,1.09,Premium,G,VVS2,59.5,61.0,6.74,6.7,4.0,8454
2861,0.75,Ideal,H,SI1,62.1,57.0,5.82,5.78,3.6,2165
1628,0.29,Ideal,G,VVS1,62.3,55.0,4.25,4.29,2.66,607
11757,0.3,Ideal,F,IF,60.8,57.0,4.34,4.38,2.65,873
21862,0.66,Ideal,F,VS2,62.4,54.0,5.55,5.61,3.48,2648
8168,1.71,Premium,G,SI2,60.9,58.0,7.68,7.72,4.69,11248
9972,1.06,Ideal,F,VS2,,56.0,6.56,6.61,4.04,7641
19369,0.81,Very Good,F,SI2,62.7,58.0,5.92,5.95,3.72,2942
633,2.01,Premium,J,SI2,62.8,58.0,8.09,8.0,5.05,12407
830,0.34,Ideal,G,SI1,61.2,57.0,4.53,4.56,2.78,507
26570,0.9,Premium,F,SI1,62.0,55.0,6.2,6.16,3.83,4183
19371,0.34,Ideal,E,SI1,63.0,55.0,4.47,4.42,2.8,765
23501,0.38,Very Good,D,VS2,63.1,55.0,4.6,4.59,2.9,1005
25514,1.24,Ideal,D,SI1,60.4,57.0,6.95,7.02,4.22,8457
18253,0.86,Premium,I,I1,62.6,56.0,6.11,6.03,3.8,1828
21146,0.52,Premium,G,VS2,62.1,58.0,5.18,5.15,3.21,1577
26056,0.44,Premium,E,VS2,60.4,59.0,4.9,4.93,2.97,1003
4247,0.5,Ideal,F,SI2,61.6,57.0,5.14,5.08,3.15,1016
26834,1.51,Premium,F,VS2,59.1,60.0,7.52,7.45,4.42,15253
5537,1.14,Ideal,F,VVS1,60.1,60.0,6.79,6.83,4.09,11226
9014,0.51,Premium,G,SI1,62.4,58.0,5.07,5.13,3.18,1220
8150,0.53,Ideal,E,VS2,62.1,54.6,5.19,5.21,3.23,1690
10117,0.4,Very Good,E,VVS1,62.8,57.0,4.65,4.71,2.94,1333
19430,1.05,Very Good,I,SI1,63.5,58.0,6.46,6.43,4.09,4292
8220,1.19,Very Good,I,VS1,59.9,61.0,6.85,6.91,4.12,5644
17327,0.3,Ideal,F,VS2,62.3,57.0,4.33,4.3,2.69,776
24988,0.72,Ideal,F,VS2,62.0,57.0,5.77,5.72,3.56,2607
1123,0.55,Very Good,F,VS2,62.5,56.0,5.23,5.27,3.28,1625
11513,0.3,Premium,F,VS2,60.4,58.0,4.31,4.33,2.61,605
16160,0.57,Ideal,G,VS1,62.5,54.2,5.29,5.31,3.31,1943
22978,0.7,Premium,F,SI2,60.6,57.0,5.81,5.74,3.5,1806
414,2.36,Ideal,H,SI2,62.2,55.0,8.51,8.56,5.3,17569
10225,0.33,Premium,G,SI1,61.1,59.0,4.45,4.42,2.71,631
5348,0.3,Premium,D,VS2,62.8,59.0,4.28,4.26,2.68,911
10181,0.91,Very Good,D,SI1,61.5,59.0,6.18,6.25,3.82,4239
6977,0.5,Premium,F,VS1,58.0,59.0,5.3,5.22,3.05,1715
10796,1.15,Very Good,H,SI2,63.0,54.0,6.64,6.73,4.21,4483
20129,0.71,Ideal,E,VS2,62.2,57.0,5.69,5.73,3.55,3073
11277,0.28,Very Good,D,VS1,61.7,58.0,4.19,4.24,2.6,487
16396,0.59,Ideal,F,SI1,62.0,57.0,5.41,5.34,3.33,1561
25980,1.21,Premium,J,VS2,61.9,58.0,6.84,6.79,4.22,4968
21765,0.62,Ideal,D,VS1,61.0,57.0,5.51,5.54,3.37,2562
11365,0.71,Ideal,H,IF,63.0,57.0,5.68,5.72,3.59,3354
16700,1.21,Ideal,J,SI1,62.7,55.2,6.79,6.84,4.27,5390
9715,0.9,Very Good,I,VS2,62.4,58.0,6.12,6.16,3.83,3398
2327,0.72,Very Good,H,SI2,63.5,58.0,5.65,5.68,3.6,1942
20482,0.3,Ideal,G,IF,62.0,56.0,4.31,4.3,2.67,956
24074,0.5,Ideal,G,IF,60.8,54.0,5.19,5.2,3.16,2287
25310,0.74,Ideal,H,SI1,62.1,56.0,5.77,5.83,3.6,2870
23647,0.3,Ideal,E,VVS1,61.6,55.0,4.34,4.36,2.68,838
4394,1.19,Premium,I,SI1,62.1,59.0,6.84,6.78,4.23,5664
13887,1.0,Premium,G,SI2,62.5,59.0,6.41,6.33,3.98,3136
24303,0.34,Ideal,D,IF,62.1,57.0,4.46,4.52,2.79,2287
20944,0.55,Ideal,F,VS1,61.5,56.0,5.26,5.3,3.25,1896
10481,1.09,Ideal,G,VS1,60.5,57.0,6.69,6.73,4.06,7078
3730,1.02,Ideal,F,VS1,61.0,56.0,6.54,6.5,3.98,7654
10413,1.01,Ideal,G,VS2,61.8,57.0,6.43,6.41,3.97,6504
11894,0.8,Ideal,D,SI1,62.2,57.0,5.89,5.85,3.65,3011
20167,0.35,Ideal,G,IF,61.4,55.0,4.59,4.56,2.81,1116
5643,0.38,Premium,E,VS2,61.8,58.0,4.61,4.64,2.86,866
15807,1.21,Very Good,H,VS2,62.8,57.0,6.77,6.82,4.27,6684
1855,2.11,Ideal,I,SI1,61.0,57.0,8.37,8.29,5.08,15486
5429,1.51,Good,D,SI2,61.7,65.0,7.38,7.31,4.53,7519
23273,1.17,Ideal,G,VS1,59.4,57.0,6.93,6.87,4.1,7155
12077,0.5,Very Good,H,VS2,63.0,55.0,5.05,5.08,3.19,1209
16080,0.4,Very Good,G,SI1,62.8,60.0,4.66,4.7,2.94,702
25672,0.44,Ideal,E,VVS2,61.9,56.0,4.91,4.88,3.03,1334
5831,0.95,Good,E,VS2,57.7,58.0,6.47,6.52,3.75,5272
5830,0.31,Premium,F,IF,61.9,58.0,4.39,4.36,2.71,977
14292,0.41,Ideal,E,VS2,62.1,56.0,4.74,4.76,2.95,935
18565,0.3,Ideal,G,VVS1,62.1,56.0,4.35,4.28,2.68,1094
24536,0.7,Premium,E,SI1,61.1,60.0,5.69,5.56,3.44,1971
14307,0.73,Ideal,F,SI2,61.9,55.0,5.78,5.82,3.59,2588
18694,1.01,Ideal,H,SI1,62.6,55.0,6.44,6.38,4.01,4965
7272,0.62,Very Good,H,SI1,60.1,61.0,5.55,5.59,3.35,1446
5229,1.75,Premium,I,VS1,60.6,60.0,7.8,7.84,4.74,12416
329,0.8,Very Good,E,VS1,62.4,54.0,5.98,5.94,3.72,4495
5840,0.3,Very Good,H,SI1,62.9,57.0,4.22,4.27,2.67,432
1277,1.03,Premium,F,VS1,62.2,57.0,6.51,6.47,4.04,7365
19445,0.23,Good,E,VVS1,60.6,65.0,3.95,3.97,2.4,458
8095,0.41,Ideal,F,VS1,,55.0,4.77,4.79,2.98,1007
5765,0.32,Ideal,H,VS1,62.7,56.0,4.39,4.42,2.76,524
24941,0.3,Ideal,H,VS2,62.3,54.0,4.31,4.36,2.7,491
14473,0.42,Good,G,SI1,63.2,57.0,4.77,4.79,3.02,737
5089,0.31,Very Good,G,VS2,62.9,56.0,4.28,4.34,2.71,544
1695,1.5,Premium,I,VS2,61.4,58.0,7.28,7.24,4.46,11655
26076,0.55,Ideal,H,VVS1,61.6,55.0,5.26,5.29,3.25,2303
20345,1.12,Ideal,F,SI2,61.8,56.0,6.65,6.68,4.12,5277
17539,2.15,Premium,J,SI1,62.4,60.0,8.24,8.18,5.12,13746
17637,0.32,Premium,G,SI1,59.6,60.0,4.46,4.43,2.65,612
976,1.0,Very Good,F,SI2,63.4,55.0,6.3,6.38,4.02,4033
12195,0.25,Ideal,H,VS1,61.5,56.0,4.05,4.08,2.5,445
10517,0.7,Good,I,SI1,58.2,61.0,5.8,5.84,3.39,2028
7407,0.51,Good,E,SI1,64.3,55.0,5.12,5.05,3.27,1624
25516,0.41,Ideal,D,SI1,,57.0,4.86,4.82,2.92,1015
12515,0.96,Premium,H,VS2,61.7,55.0,6.36,6.31,3.91,4529
16064,0.41,Ideal,G,VVS2,62.2,56.0,4.75,4.8,2.97,1007
17208,0.7,Premium,F,SI2,61.9,62.0,5.69,5.66,3.51,2107
19262,0.78,Ideal,E,VS2,62.1,54.0,5.92,5.94,3.68,3159
26613,0.44,Premium,D,VS1,60.2,59.0,4.93,4.91,2.96,1232
4774,1.01,Premium,D,VS2,62.2,61.0,6.43,6.37,3.98,7032
7721,0.7,Good,E,SI1,60.4,61.0,5.73,5.76,3.47,2696
9906,1.02,Very Good,F,VVS2,62.9,59.0,6.37,6.42,4.02,8940
10345,1.05,Ideal,G,VS1,61.3,57.0,6.51,6.58,4.01,7027
21753,1.22,Very Good,G,SI1,61.8,58.0,6.82,6.88,4.23,6656
1310,1.02,Premium,F,SI2,62.7,59.0,6.38,6.45,4.02,4151
5316,1.35,Very Good,G,VS2,62.8,59.0,7.01,7.04,4.41,9302
10203,1.01,Premium,F,VVS1,60.8,58.0,6.55,6.48,3.96,10341
809,0.42,Ideal,E,VVS1,62.0,55.0,4.81,4.83,2.99,1327
18633,0.7,Ideal,D,VVS2,61.7,55.0,5.73,5.75,3.54,5539
648,0.73,Premium,G,VS1,61.4,58.0,5.82,5.77,3.56,2841
12841,0.25,Premium,E,VVS1,62.9,58.0,4.03,4.01,2.53,740
3825,0.4,Good,G,SI1,63.3,58.0,4.66,4.69,2.96,655
26322,1.02,Very Good,F,VVS2,61.0,54.0,6.53,6.58,4.0,9043
3084,0.3,Very Good,H,VVS1,62.6,60.0,4.21,4.26,2.65,684
13785,0.92,Premium,F,SI2,62.1,59.0,6.26,6.21,3.87,3787
17313,0.38,Ideal,I,VS1,62.3,55.0,4.63,4.66,2.89,703
13290,0.31,Ideal,D,SI2,61.3,56.0,4.41,4.36,2.69,593
15175,1.01,Premium,H,VS2,61.6,59.0,6.39,6.41,3.94,5166
8723,0.9,Very Good,I,SI1,63.5,59.0,6.1,6.05,3.86,3121
4765,2.03,Very Good,G,SI1,60.1,60.0,8.09,8.18,4.89,18630
18754,0.26,Good,D,VVS2,63.6,56.0,4.06,4.09,2.59,564
3422,0.36,Premium,D,SI1,61.4,58.0,4.59,4.56,2.81,851
16319,2.01,Very Good,H,SI2,63.3,60.0,7.84,7.77,4.94,10772
8381,1.16,Premium,G,VVS2,60.0,59.0,6.89,6.82,4.11,9146
9207,0.51,Ideal,H,VS1,61.6,55.0,5.17,5.19,3.19,1668
3574,0.3,Good,I,SI1,64.1,57.0,4.25,4.3,2.74,391
742,0.37,Premium,G,SI1,62.1,60.0,4.54,4.61,2.84,551
23545,0.36,Ideal,G,VVS2,61.8,55.0,4.57,4.62,2.84,888
16759,0.31,Fair,F,VVS1,63.1,61.0,4.32,4.37,2.74,740
19695,0.32,Ideal,E,VVS2,61.6,57.0,4.4,4.43,2.72,842
16318,0.32,Very Good,D,VS2,62.9,59.0,4.36,4.39,2.75,657
12212,0.4,Ideal,J,VVS2,61.9,55.0,4.74,4.79,2.95,662
729,1.03,Premium,D,VVS2,,59.0,6.48,6.43,3.98,8623
8935,1.7,Very Good,F,I1,63.1,56.0,7.62,7.51,4.78,5998
22244,0.31,Ideal,G,VVS2,,57.0,4.32,4.35,2.72,660
10781,1.01,Premium,E,SI2,59.5,60.0,6.59,6.53,3.9,3801
18946,1.18,Good,E,SI2,63.6,57.0,6.74,6.72,4.28,4071
8806,0.4,Ideal,J,VVS2,62.5,53.0,4.74,4.79,2.98,662
14048,1.13,Very Good,H,SI2,62.7,55.0,6.61,6.69,4.17,4661
23053,0.42,Premium,D,SI1,61.9,59.0,4.76,4.81,2.96,810
12751,1.03,Ideal,E,SI1,62.0,55.0,6.46,6.5,4.02,5411
18960,0.52,Ideal,H,VS1,62.5,58.0,5.14,5.17,3.22,1582
23263,0.34,Very Good,E,VS2,62.8,58.0,4.43,4.45,2.79,745
228,0.31,Premium,H,SI1,61.0,61.0,4.39,4.33,2.66,558
11483,0.9,Fair,G,SI1,65.4,59.0,6.04,6.0,3.94,3145
3695,0.4,Very Good,F,SI1,62.8,59.0,4.71,4.72,2.96,737
14863,1.52,Ideal,I,VVS1,62.3,55.0,7.32,7.37,4.58,11033
5630,0.72,Ideal,F,SI2,62.0,55.0,5.75,5.79,3.58,2224
18792,0.31,Ideal,H,VS1,62.0,53.0,4.34,4.37,2.7,562
25011,0.42,Ideal,G,VVS2,61.3,56.0,4.81,4.82,2.95,1031
863,1.57,Premium,G,SI1,59.5,58.0,7.56,7.61,4.51,10914
18674,0.79,Ideal,I,VS2,63.0,58.0,5.85,5.89,3.7,2712
8786,2.04,Premium,E,SI2,62.7,60.0,8.04,8.0,5.03,15398
4901,2.3,Ideal,G,SI2,61.6,57.0,8.47,8.41,5.2,15433
6655,0.7,Good,F,VVS1,59.9,62.0,5.69,5.74,3.42,3206
9307,0.41,Ideal,E,VS2,62.1,57.0,4.74,4.79,2.96,935
16743,0.91,Good,F,SI1,64.0,57.0,6.17,6.08,3.92,3363
9505,0.51,Premium,F,VVS2,61.9,56.0,5.17,5.13,3.19,2310
537,1.22,Premium,I,VS2,60.3,59.0,6.93,6.87,4.16,6217
7872,0.3,Ideal,H,IF,62.0,57.0,4.26,4.29,2.65,764
26699,1.05,Good,G,SI2,63.7,59.0,6.41,6.37,4.07,3898
3856,0.51,Ideal,E,VS2,61.8,56.0,5.14,5.12,3.17,1781
2505,0.79,Premium,H,VVS2,62.6,58.0,5.96,5.9,3.71,2827
23882,0.38,Premium,G,VS1,61.9,59.0,4.63,4.67,2.88,833
14370,0.97,Ideal,H,SI2,60.7,55.0,6.47,6.41,3.91,3729
24694,1.51,Ideal,H,SI1,62.7,56.0,7.32,7.38,4.61,9694
1131,2.05,Very Good,H,VS2,61.8,60.0,8.14,8.19,5.05,18152
706,0.31,Very Good,H,VS2,60.0,60.0,4.4,4.43,2.65,489
3273,0.34,Ideal,E,VS1,60.8,57.0,4.53,4.49,2.74,1033
17380,1.0,Good,J,SI1,63.9,60.0,6.26,6.19,3.98,3679
1249,0.41,Ideal,E,VS1,60.4,55.0,4.85,4.89,2.94,1115
15961,1.22,Premium,I,VS2,61.6,59.0,6.86,6.81,4.21,4562
12419,0.27,Very Good,E,VVS2,62.0,60.0,4.15,4.17,2.58,552
26466,1.02,Very Good,H,SI1,62.8,58.0,6.37,6.43,4.02,4932
7359,0.33,Premium,E,VS1,60.9,58.0,4.49,4.45,2.72,1002
9256,0.57,Premium,D,VS2,60.4,57.0,5.38,5.35,3.24,1775
2173,1.0,Ideal,G,VS2,62.3,56.0,6.38,6.36,3.97,5824
23226,1.02,Ideal,E,SI1,60.7,57.0,6.55,6.51,3.97,5055
12445,0.75,Ideal,E,SI1,61.7,56.0,5.84,5.86,3.61,2964
23004,0.58,Ideal,H,VVS1,62.1,53.6,5.35,5.38,3.34,1961
20328,1.25,Premium,I,VS2,61.0,59.0,6.89,6.98,4.23,5975
6770,1.14,Premium,H,VS2,61.3,59.0,6.76,6.72,4.13,5700
16231,0.67,Premium,H,VVS2,60.6,61.0,5.65,5.61,3.41,2171
18156,0.31,Ideal,G,VVS1,60.8,56.0,4.41,4.43,2.69,772
26740,0.7,Very Good,H,VS1,60.1,61.0,5.74,5.81,3.47,2400
10591,1.25,Good,I,SI2,63.3,55.8,6.83,6.87,4.34,5197
20849,0.36,Ideal,E,VS1,62.0,54.2,4.55,4.58,2.83,863
12347,0.31,Very Good,G,VS2,62.6,57.0,4.3,4.32,2.7,544
16768,1.13,Premium,D,SI2,58.3,60.0,6.83,6.78,3.97,3883
10229,1.13,Good,F,SI2,64.0,58.0,6.58,6.52,4.19,4025
25347,0.82,Ideal,E,SI1,61.8,58.0,5.99,6.05,3.72,3622
23814,0.31,Very Good,J,VS2,62.3,60.0,4.29,4.34,2.69,380
3400,2.03,Very Good,I,SI2,62.8,59.0,8.04,8.08,5.06,13063
21366,0.9,Premium,E,VS1,59.4,59.0,6.31,6.28,3.74,5438
10894,0.34,Ideal,E,SI1,61.0,55.0,4.54,4.56,2.77,637
16987,0.7,Fair,F,VS1,67.8,60.0,5.5,5.39,3.69,2381
16067,0.31,Ideal,I,SI1,62.1,54.0,4.37,4.39,2.72,436
10268,2.01,Premium,I,VS1,62.9,59.0,8.03,7.94,5.02,18206
12371,0.9,Very Good,F,SI1,63.0,61.0,6.09,6.14,3.85,4009
20765,0.5,Premium,F,SI2,61.4,61.0,5.14,5.09,3.14,1172
11090,1.24,Premium,F,SI1,61.6,59.0,6.86,6.9,4.24,6874
848,0.51,Premium,F,SI1,59.4,60.0,5.19,5.21,3.09,1308
23880,0.41,Ideal,F,VS1,62.0,55.0,4.77,4.81,2.97,1007
5702,0.55,Very Good,E,VVS2,60.6,56.0,5.33,5.36,3.24,2499
21170,1.31,Very Good,I,SI2,59.6,60.0,7.09,7.17,4.25,5187
8045,0.3,Very Good,G,VVS1,59.8,62.0,4.33,4.36,2.6,737
